"Test Suite","Test Case","Test Step","Step Type","Step Status","Result message","Execution Date"
"CalculatorSoap TestSuite -1","Add TestCase","Add","request","OK","","03-Jul-2024 17_59",
"CalculatorSoap TestSuite -1","Add TestCase","PropertiesAdd","properties","OK","","03-Jul-2024 17_59",
